Video file,Organ,Finding,Classification,labels
26d32927-fdb4-47a0-acd3-e997a94ce50f,Lower GI,polyps,pathological-findings,12
17085470-9053-41d2-b13d-79e96b747532,Upper GI,pylorus,anatomical-landmarks,13
fa19437a-d580-47b6-908d-4c379243117c,Upper GI,pylorus,anatomical-landmarks,13
6cd7a7a1-c9e3-4f2d-9de0-308fbbe06edd,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
8ccbc31f-fbdb-47e6-8196-0f5f6b52362a,Lower GI,ulcerative-colitis-grade-2-3,pathological-findings,20
c818495c-a029-466b-bdbe-67d3ded87ae2,Upper GI,z-line,anatomical-landmarks,22
8eb63c6c-5fb9-4824-9504-47b68a18c5b5,Upper GI,esophagitis-a,pathological-findings,7
fc74c467-f223-4671-9964-13e565035820,Lower GI,bbps-2-3,quality-of-mucosal-views,3
cdef351e-aad3-45ea-a101-47177d00033a,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
1f5367ab-02c0-4ead-a0b4-2b42780195ea,Lower GI,bbps-0-1,quality-of-mucosal-views,2
fcba969b-9ceb-4301-9cc3-7c71d3585e3c,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
c8e880b1-4151-4325-81af-8bc5fa3cf210,Upper GI,esophagitis-b-d,pathological-findings,8
6fce82c7-ec4b-4b29-bb3a-376b12eea498,Lower GI,bbps-0-1,quality-of-mucosal-views,2
f1c6e736-b376-42b9-b440-063ac7f3b2f0,Lower GI,bbps-2-3,quality-of-mucosal-views,3
aaf3371e-f284-401c-8f6f-51b8b0160956,Lower GI,polyps,pathological-findings,12
1fa5f21c-2e80-4366-b379-deae9cbeebf1,Lower GI,impacted-stool,quality-of-mucosal-views,11
8479d64c-d7a8-4316-bf19-e7443cff27a4,Upper GI,retroflex-stomach,anatomical-landmarks,15
df4fc8fc-97a4-4cbe-b099-43a80a13ec33,Upper GI,z-line,anatomical-landmarks,22
7a45e733-29f0-4032-8437-9d77b9f75a6c,Lower GI,dyed-resection-margins,therapeutic-interventions,6
bceac4e5-97b5-4a39-b4bf-b99c5c697035,Lower GI,polyps,pathological-findings,12
c3d89646-240a-4055-8635-14b7290b564b,Lower GI,bbps-2-3,quality-of-mucosal-views,3
ccb7548c-1797-42b7-8b20-6e23b4497f2c,Lower GI,retroflex-rectum,anatomical-landmarks,14
37a229ee-f6ab-4b95-96ad-4ad389a100a6,Upper GI,retroflex-stomach,anatomical-landmarks,15
17611de6-6491-4c92-a319-2927565108a7,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
d3829abc-80bb-4e97-b425-d4cd6c82ba64,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
d77df2d4-a70c-45b7-92fe-498f1c1de4a6,Upper GI,esophagitis-a,pathological-findings,7
db02cabf-7145-4a73-9c0e-29f22e1afa8d,Lower GI,dyed-resection-margins,therapeutic-interventions,6
c43d49d8-721c-4ad0-9f6c-2f1697c488a6,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
cbffdb52-7f49-4b49-abb7-0f70040541b6,Lower GI,dyed-resection-margins,therapeutic-interventions,6
bd65b389-091b-441f-bf4d-3108ffd7f424,Lower GI,bbps-2-3,quality-of-mucosal-views,3
17c51ef7-9f12-4285-8b4f-97c50173cc7c,Lower GI,dyed-resection-margins,therapeutic-interventions,6
4d72f991-b2d8-4f14-98d4-1a637cd86ce6,Lower GI,bbps-0-1,quality-of-mucosal-views,2
ec85e5da-d76f-4a1c-829a-3a46c44b19f8,Upper GI,pylorus,anatomical-landmarks,13
d23ed04d-687d-4d9a-8327-e5f4afcef625,Lower GI,dyed-resection-margins,therapeutic-interventions,6
40499aab-d5ff-4d8a-bc28-51596103a1a2,Lower GI,dyed-resection-margins,therapeutic-interventions,6
a34ebdd0-90a1-4bda-a1de-5894c46cca9c,Upper GI,retroflex-stomach,anatomical-landmarks,15
bcf9dc3f-ddbf-4021-8e1c-a3cce7b41eaf,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
11ead7bf-94d6-47e4-a861-ba300acc4e96,Lower GI,polyps,pathological-findings,12
88170b0a-1514-4f34-b24d-6899a5e491c3,Lower GI,dyed-resection-margins,therapeutic-interventions,6
4c1cf513-6820-47ee-a019-838a89b7d874,Lower GI,polyps,pathological-findings,12
f10fb2c7-5863-4642-a497-b3c0c9865074,Upper GI,pylorus,anatomical-landmarks,13
fc23e122-2329-4116-8416-55f81a9cded2,Lower GI,bbps-0-1,quality-of-mucosal-views,2
8ab4e7b4-5f3e-464a-aaa6-2f544cb61bbc,Lower GI,bbps-2-3,quality-of-mucosal-views,3
88b987e6-9330-4e8c-b02f-c8c69c06b02d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
cc1d6e8f-db7b-4bc0-95f6-0748a675b840,Lower GI,retroflex-rectum,anatomical-landmarks,14
7a9a7e1a-52be-4f53-a2c6-9601e12a94a0,Upper GI,esophagitis-a,pathological-findings,7
126a09a0-65b6-4bd4-8043-dc6591b5dab5,Upper GI,retroflex-stomach,anatomical-landmarks,15
f133280e-0803-497a-972b-9d6f49170154,Upper GI,esophagitis-a,pathological-findings,7
0df14d3b-2f4b-4d4b-8ede-f5c5a06b81ce,Upper GI,pylorus,anatomical-landmarks,13
e5eacb79-c269-473f-a6b0-fa307b41a747,Lower GI,dyed-resection-margins,therapeutic-interventions,6
2e69b8e8-4d03-455e-8965-b1dbe16766ac,Lower GI,bbps-2-3,quality-of-mucosal-views,3
2482e154-a7ac-4f34-88b5-636751276884,Upper GI,z-line,anatomical-landmarks,22
9637a443-6bb5-4711-805a-c81e76347cc4,Lower GI,bbps-2-3,quality-of-mucosal-views,3
350107cd-232f-46c7-9751-07178a0d4f49,Lower GI,polyps,pathological-findings,12
840ebb94-85a5-4f97-943d-db3dcc87af14,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
cbb08f4b-7f81-4aa4-ba11-3d1615d7a9f6,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
b0e12a15-fb32-4bc5-a393-4c4388c95a88,Lower GI,cecum,anatomical-landmarks,4
0f7d9301-15da-476a-939b-cc1d7fac0cc5,Lower GI,cecum,anatomical-landmarks,4
670501f7-43a3-4cd3-9e0f-f280d4f939e7,Lower GI,polyps,pathological-findings,12
d153a964-471a-40a3-b717-d472b6a42165,Lower GI,cecum,anatomical-landmarks,4
8a9078a2-971f-441f-ac3c-98d67e1eba0f,Lower GI,bbps-0-1,quality-of-mucosal-views,2
8335086e-a30c-4324-bd71-b44ef36f5e3f,Upper GI,z-line,anatomical-landmarks,22
5c313a3c-0118-4086-96c5-4e8a7af329db,Upper GI,pylorus,anatomical-landmarks,13
297f293e-6f62-4a2d-893f-31773ea37d48,Lower GI,cecum,anatomical-landmarks,4
d5570649-681f-4b6d-816b-6a3140f64b68,Lower GI,ulcerative-colitis-grade-2-3,pathological-findings,20
63e75f86-a41b-4982-bc3c-64c9a7d16b1b,Lower GI,polyps,pathological-findings,12
14ea23be-4bf3-4be5-bd1b-729db842edd3,Lower GI,bbps-2-3,quality-of-mucosal-views,3
4e1198d4-8a6f-447c-954a-be12b9eeec42,Lower GI,dyed-resection-margins,therapeutic-interventions,6
18519890-95f4-4a37-a779-0cad57258dc4,Upper GI,z-line,anatomical-landmarks,22
f094f8b9-ead0-485f-81ac-0f167bc80924,Lower GI,bbps-0-1,quality-of-mucosal-views,2
267a1318-c09f-4b5a-92c0-6d9dda88a1a9,Upper GI,pylorus,anatomical-landmarks,13
d65a3e99-6b3c-4fbd-877b-bf5ef9aa12d7,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
2f1e33ba-7b21-47bf-87be-f8a767a6f273,Lower GI,cecum,anatomical-landmarks,4
d4e631e0-db81-4219-a5e3-1c88b13d8cde,Lower GI,dyed-resection-margins,therapeutic-interventions,6
d5f77de2-0272-4195-8e2b-1d0b980ed41f,Lower GI,cecum,anatomical-landmarks,4
93fa0c2c-b424-4b9d-8c36-dc70559f8284,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
15a12a44-9a18-4c3b-bfca-951532894f6f,Upper GI,esophagitis-a,pathological-findings,7
ce5b5f46-cf0c-4a84-a2f0-78ba0f8a82a1,Lower GI,dyed-resection-margins,therapeutic-interventions,6
c8bfca7b-24b7-4817-9b95-8d25121103fb,Lower GI,bbps-0-1,quality-of-mucosal-views,2
6c0e0c74-470b-49ea-8bd8-d04fdc0b53e5,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
6d5d3ff3-0bc3-4af6-89d4-9f8dd84c2de9,Upper GI,esophagitis-a,pathological-findings,7
7ecf39fe-9e23-4e4d-8ec2-bbc6cf712414,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
04270554-062e-4963-9715-cbd877167607,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
cf7dd7a5-9332-49d8-9e16-469772731e24,Lower GI,bbps-2-3,quality-of-mucosal-views,3
377e718b-ff41-4580-990a-69ccfaf9092c,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
da49da69-ca25-471b-88bf-9b24911cf20c,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
194782b3-a316-4c51-af38-de57312db96c,Lower GI,bbps-0-1,quality-of-mucosal-views,2
8632e54c-885b-4e3a-8fe7-53a23fc9a856,Lower GI,bbps-0-1,quality-of-mucosal-views,2
1645377d-3852-436b-b7c7-6d636df4f956,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
ad841fe5-8208-4bbe-b5e5-f5c6e2298c30,Lower GI,bbps-2-3,quality-of-mucosal-views,3
3e27bd6b-1d7b-46a9-84f3-00bb45898f51,Lower GI,bbps-2-3,quality-of-mucosal-views,3
e66403b2-04b7-445e-a6d4-697d76c84f5d,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
bd4aa130-ecad-44f3-97d8-18b4afa23ff2,Lower GI,bbps-2-3,quality-of-mucosal-views,3
85413a0e-2b4a-4059-bccb-926de144c6c8,Lower GI,dyed-resection-margins,therapeutic-interventions,6
b28c040a-eee6-45c5-96a8-bb31dd120c80,Upper GI,esophagitis-b-d,pathological-findings,8
4280dd71-5ab3-4513-990b-8df6dbedca7c,Lower GI,polyps,pathological-findings,12
f96f202c-81c3-4087-b26d-38b427c5226b,Lower GI,dyed-resection-margins,therapeutic-interventions,6
a55101b4-5628-4c8e-acbb-78c0ca83e2f1,Upper GI,barretts-short-segment,pathological-findings,1
c3830a17-032e-40d8-a302-009498cbe369,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
e96e4faa-8029-46d9-9d95-c7c495ccc90d,Upper GI,z-line,anatomical-landmarks,22
2cfd377a-a24f-40f2-8cda-c4a025de30e9,Upper GI,pylorus,anatomical-landmarks,13
54dc8c05-28d2-44bf-a2b7-2940239e1fe6,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
a1b608ee-adf0-4ce3-b11c-87d386fd5de7,Lower GI,bbps-2-3,quality-of-mucosal-views,3
decb6b6e-13ba-4b95-9935-75f9afeec799,Lower GI,cecum,anatomical-landmarks,4
ca0c7a7e-a70f-4451-bb43-7eb7d1f2e725,Lower GI,cecum,anatomical-landmarks,4
dbd466bd-3581-4730-8ef4-58a712272668,Lower GI,retroflex-rectum,anatomical-landmarks,14
697d942d-4685-4a00-8e2c-13a0da9722a1,Upper GI,esophagitis-a,pathological-findings,7
b837fca6-0224-4266-aa89-2394a4583d58,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
b0c85e8e-b43c-48a6-8842-7293ee0c05ae,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
90acf9fa-73ff-4711-84ec-8354c5b98361,Lower GI,bbps-2-3,quality-of-mucosal-views,3
48fc9085-4329-4576-9c85-4099d4b42e5d,Lower GI,cecum,anatomical-landmarks,4
19fbdf4d-bf29-4a07-831c-3742f7495e57,Lower GI,polyps,pathological-findings,12
3fba6c4b-9b07-4038-803d-057d053ddd46,Lower GI,bbps-2-3,quality-of-mucosal-views,3
8f0e1659-9441-4f6a-ba63-d9fbb4ac5b50,Upper GI,z-line,anatomical-landmarks,22
56693fcd-dad6-469f-bbe1-bf753b90f316,Upper GI,retroflex-stomach,anatomical-landmarks,15
fcd9e00d-1531-4cf1-b046-774dea2b60e3,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
226a262c-3a76-41fb-91ec-7122790ab452,Upper GI,barretts,pathological-findings,0
a4e3e33b-0b62-4ddd-914a-a0440de57c82,Lower GI,dyed-resection-margins,therapeutic-interventions,6
24ec26cb-94c4-4e57-ba04-1bc45889e91c,Lower GI,cecum,anatomical-landmarks,4
a73e246e-fa04-44c3-aea9-d3fac51ca4d2,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
dd328178-27ec-4e0e-a369-2a81f457f781,Lower GI,polyps,pathological-findings,12
1a180017-010a-40f1-9250-52faf2a53721,Lower GI,bbps-0-1,quality-of-mucosal-views,2
8568aac1-00a2-400b-bd87-ce7305639244,Lower GI,polyps,pathological-findings,12
4aa5cd14-be1b-4144-8a4d-0161cf888917,Upper GI,pylorus,anatomical-landmarks,13
b01e132c-c5f5-4460-bcec-1628b40e0998,Lower GI,bbps-2-3,quality-of-mucosal-views,3
2d8b35e2-06c8-4d23-89dd-b97d1ab9283d,Lower GI,polyps,pathological-findings,12
e583cec4-597e-4b10-bcad-672958b9d605,Lower GI,bbps-0-1,quality-of-mucosal-views,2
ce85f289-ace5-4b0b-825c-9c2ae66ceee1,Upper GI,z-line,anatomical-landmarks,22
6f5dd7f8-61fd-4378-a8ac-9831029237a3,Upper GI,pylorus,anatomical-landmarks,13
83bcbc9b-9f14-4260-8e8c-04a42937cee9,Upper GI,z-line,anatomical-landmarks,22
7a7b69f5-f10a-4341-b618-a81455f5a816,Upper GI,z-line,anatomical-landmarks,22
79a383bf-33d0-4ae5-98c5-7cde8995b23d,Upper GI,z-line,anatomical-landmarks,22
397720ad-e50e-4b5c-9f5b-a8f1b6b4b75e,Upper GI,esophagitis-a,pathological-findings,7
06e89bc9-235e-49e9-90e7-fba8c608b75f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
0a7e5397-2bcf-4035-90e8-be38ae22c3a9,Upper GI,esophagitis-a,pathological-findings,7
d5e74c51-a8da-41ae-9d87-7fb3c8c87f52,Lower GI,dyed-resection-margins,therapeutic-interventions,6
6fd24ac5-df58-4816-8f9c-bcc7bdd767d9,Lower GI,dyed-resection-margins,therapeutic-interventions,6
5f0deefa-dee2-4c82-9a44-f881ce9f74ac,Upper GI,z-line,anatomical-landmarks,22
b1502987-3a75-490a-95bb-2cc13495a28e,Lower GI,cecum,anatomical-landmarks,4
6b8e1dfd-23c4-4ccf-915a-7bfe51022034,Upper GI,esophagitis-b-d,pathological-findings,8
dd3d467a-558d-4704-9fd4-8a33099f1ca0,Lower GI,bbps-2-3,quality-of-mucosal-views,3
8b2130af-cf7d-401a-afc7-739e14492d3a,Upper GI,z-line,anatomical-landmarks,22
ced60ee4-c3df-415d-a63a-a6923a6d8e73,Lower GI,cecum,anatomical-landmarks,4
56554585-b468-4007-b256-106d1cf519d0,Upper GI,pylorus,anatomical-landmarks,13
ba0b8482-2721-4972-9767-579058164541,Upper GI,z-line,anatomical-landmarks,22
7f0c248f-e742-44e9-8af2-e9b33cc7f9d4,Upper GI,retroflex-stomach,anatomical-landmarks,15
ac2a74ba-b4b3-47e3-9714-badfe7c98bae,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
15672bad-fa82-4743-89be-e3a0fe553804,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
e62a313a-7488-4941-9306-ac8e7436567d,Lower GI,polyps,pathological-findings,12
60336d01-278e-4e84-a06a-93711c90700b,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
88c659f6-1cf9-4c93-8065-4e56a39e47ec,Lower GI,dyed-resection-margins,therapeutic-interventions,6
8e1d84f7-9c4a-4e4a-8d3e-cb2420fac2ad,Upper GI,z-line,anatomical-landmarks,22
98772a5e-686c-42d2-b69c-299bafb6c698,Lower GI,bbps-2-3,quality-of-mucosal-views,3
d4a11ae1-8ee5-4930-ae8c-d7647290de97,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
e4cee2d5-0110-4e27-9a74-b2c401765a3a,Lower GI,cecum,anatomical-landmarks,4
3660982e-45ae-4316-8d1c-0a393e0938ac,Lower GI,bbps-2-3,quality-of-mucosal-views,3
829573bf-5a4d-4710-87a4-6dd8bc9391b4,Lower GI,bbps-2-3,quality-of-mucosal-views,3
c5ae2ca6-47b6-4fe7-ba13-277b0a93c1e9,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
87fa507a-0c9b-4f96-bf08-7c96c1dd4595,Upper GI,pylorus,anatomical-landmarks,13
ddaa30c3-1e07-4686-beb7-9c6c7b6e9096,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
0827b968-2f71-4aa6-8909-e310de90607d,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
91d45719-8545-442d-bb48-d9eb41382858,Lower GI,cecum,anatomical-landmarks,4
c4ccbee5-9dad-48ad-aae9-3ae46e760695,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
1d9b5502-808e-4d23-b739-84a3902c8410,Lower GI,cecum,anatomical-landmarks,4
fcf46a33-cb11-4102-b9ab-4b4927af4459,Lower GI,bbps-0-1,quality-of-mucosal-views,2
181356c5-0e04-442d-9b5a-e72a39f5157b,Upper GI,pylorus,anatomical-landmarks,13
b92f3f6e-f9c0-4116-a9fd-7049bf62a284,Upper GI,z-line,anatomical-landmarks,22
1133b36b-b186-430a-92bc-ae5e86e7c955,Lower GI,cecum,anatomical-landmarks,4
243f7dce-db56-4dd9-b330-5e43ce7b8e80,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
32ae713c-3fbb-4532-8b1c-c88775e21aeb,Lower GI,retroflex-rectum,anatomical-landmarks,14
13854fe6-0cd8-47c8-aefb-b1d490acc51e,Lower GI,dyed-resection-margins,therapeutic-interventions,6
c350a9da-0117-4d83-835d-0a1bc4a7d293,Upper GI,pylorus,anatomical-landmarks,13
b1a7418e-8d00-4f5f-8a49-ca672aa922da,Lower GI,bbps-2-3,quality-of-mucosal-views,3
301c7490-d600-463e-a947-ddcd3588689b,Upper GI,pylorus,anatomical-landmarks,13
e03a7988-5318-42fb-8675-9c1e73b3798d,Upper GI,esophagitis-b-d,pathological-findings,8
426d478c-6071-4c88-9323-a6ff4c79e484,Lower GI,polyps,pathological-findings,12
87952bb4-9aed-4222-82d2-41a847390f52,Lower GI,bbps-0-1,quality-of-mucosal-views,2
beaa955d-3879-405c-859d-cccb64e3d061,Lower GI,impacted-stool,quality-of-mucosal-views,11
5d4e7302-4564-4c48-8256-e826d819120e,Lower GI,polyps,pathological-findings,12
6e465495-029e-4ba7-84c0-bdcd15aac0c6,Lower GI,bbps-2-3,quality-of-mucosal-views,3
5a1e0278-86eb-40b5-bc10-2a4e52b1158e,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
005d713e-b761-4c4e-b1f2-c8f3cd2f86e5,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
ac6fffe0-8839-4564-9ddf-9b0d8da53af9,Upper GI,pylorus,anatomical-landmarks,13
ae2dd09a-b9ba-4722-9021-3ec09f69ab7b,Lower GI,cecum,anatomical-landmarks,4
e92cb808-ce4f-49f9-bf36-32e99d7aded9,Lower GI,bbps-2-3,quality-of-mucosal-views,3
7e80ae17-478f-4d0e-b29f-bb57a38dfb5f,Upper GI,retroflex-stomach,anatomical-landmarks,15
e727ad4a-7a20-447e-b1c2-4ecc6488ac64,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
239870ea-3003-418d-ac17-ab19c89d14b6,Upper GI,z-line,anatomical-landmarks,22
04b37aa4-d1d0-44cf-8e2c-071bcbe0c7a5,Upper GI,pylorus,anatomical-landmarks,13
e2c69c4c-fbf8-4c60-bd62-fd1a961dfef9,Lower GI,cecum,anatomical-landmarks,4
d2b25e06-580f-4be9-b54d-c595a505a3c8,Lower GI,dyed-resection-margins,therapeutic-interventions,6
817d0505-8608-4f52-a137-b277b9be3a59,Upper GI,esophagitis-a,pathological-findings,7
21bd6d0f-b4d0-4a76-afe4-189c8ec42815,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
677e5bcd-e6bf-410d-9fef-f13368280f2f,Lower GI,bbps-2-3,quality-of-mucosal-views,3
24a55ef4-cb3d-43fc-b996-b934a93a8fcc,Upper GI,z-line,anatomical-landmarks,22
ffd7117d-23e1-465f-a0ad-fddebda29f07,Upper GI,pylorus,anatomical-landmarks,13
928888fa-97f4-4c18-83f9-d7e85fc09af0,Upper GI,esophagitis-a,pathological-findings,7
2fd93007-efdf-455c-8eee-970ab9b939bc,Lower GI,polyps,pathological-findings,12
7328c0c7-5942-4bf1-8794-15faa1994ea7,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
59a981f8-9f83-4211-9619-009df43e4434,Lower GI,polyps,pathological-findings,12
4722aed9-b974-466c-a350-5870ec0383e6,Upper GI,barretts-short-segment,pathological-findings,1
3cb3d50f-baf6-41a3-9c70-32cd5e5983e1,Lower GI,dyed-resection-margins,therapeutic-interventions,6
fbf91d40-91e9-4a07-b7ca-9cc9353e0762,Lower GI,polyps,pathological-findings,12
1e9028d7-56b0-4c0c-bdde-b7a1a5e14674,Lower GI,polyps,pathological-findings,12
d50c50b8-6e9d-419c-a1bd-f08de248851f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
9a16932f-9cba-43cb-a218-6401b3c11454,Upper GI,pylorus,anatomical-landmarks,13
a4b9d94c-4b02-49a7-959e-890f450997d4,Upper GI,z-line,anatomical-landmarks,22
af639547-c260-4b75-bca1-26a920facf49,Upper GI,pylorus,anatomical-landmarks,13
3da0bbb2-1889-4ecf-b491-0ea55d1cb6e3,Lower GI,polyps,pathological-findings,12
6511d9d4-d968-4320-842f-8f701b19e746,Lower GI,bbps-2-3,quality-of-mucosal-views,3
942f96f8-feff-4add-b43c-d00387f4d384,Lower GI,cecum,anatomical-landmarks,4
d7439681-382d-4820-a9a1-b39689ac3112,Lower GI,dyed-resection-margins,therapeutic-interventions,6
042b5605-43b8-435e-85bc-0e21e4ced465,Lower GI,cecum,anatomical-landmarks,4
3fc45f99-18bc-485c-a67a-2b80c3182b38,Upper GI,retroflex-stomach,anatomical-landmarks,15
79ea95c1-2135-43b1-8319-fa140c26ebd8,Lower GI,polyps,pathological-findings,12
77fff6f7-5a0d-44d3-bf72-581492b71bc0,Upper GI,z-line,anatomical-landmarks,22
904e4a83-3740-4463-aa8c-ee1b71895228,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
e01522b6-724a-4104-aeb2-0618dc802b90,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
bed5109f-6f19-4119-8479-b2f9a1d28e32,Lower GI,polyps,pathological-findings,12
a9a0c0c7-0caf-438a-b437-d734d7942ea8,Lower GI,cecum,anatomical-landmarks,4
51730165-521a-4cda-992a-f2ffa7351b27,Upper GI,z-line,anatomical-landmarks,22
15e5bd3d-6128-4dba-81a5-956964e0d92f,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
918a3280-537c-48a4-a188-9cb47b2de330,Lower GI,polyps,pathological-findings,12
f024fd13-5a86-4465-bf65-5d4b6a6c42a7,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
bdb1b5f6-656a-4f74-a194-d983659543c8,Lower GI,bbps-0-1,quality-of-mucosal-views,2
0320ec84-f4c6-4fdb-a1bd-c5d128363aff,Lower GI,bbps-2-3,quality-of-mucosal-views,3
0e69158f-c2a1-4b7b-829a-967bc043c2e0,Lower GI,bbps-2-3,quality-of-mucosal-views,3
4461c8a9-3d6c-4b8a-ad60-be6b8e3c352e,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
45009930-bc2c-4971-bcaa-d385b3c04c38,Upper GI,esophagitis-a,pathological-findings,7
9b1c24c4-2c0f-4c6c-8c0f-c2685f93370f,Upper GI,retroflex-stomach,anatomical-landmarks,15
9cb49074-f101-4e37-b5a4-ce2a8ca19d5f,Lower GI,dyed-resection-margins,therapeutic-interventions,6
a7073024-e91d-4ffc-9ac8-694456abef4a,Lower GI,dyed-resection-margins,therapeutic-interventions,6
bdd8cec5-fd15-476e-b7cf-c0e2966aa210,Lower GI,cecum,anatomical-landmarks,4
e5b8d0db-c151-4aa8-ac92-4014731093ed,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
6542c58a-096f-462e-841d-dbfa71ca5832,Upper GI,pylorus,anatomical-landmarks,13
997c8304-5582-4e58-a5ce-885fd4e023ef,Upper GI,z-line,anatomical-landmarks,22
d31080aa-aeb9-4308-91fe-40614d3de604,Upper GI,pylorus,anatomical-landmarks,13
42296d4d-a0be-4e1e-ae02-556937e11373,Upper GI,esophagitis-a,pathological-findings,7
c2169a30-e246-419a-9549-1c0d265ceae6,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
4ae148f9-acc2-4752-9fda-bc4744234a29,Upper GI,pylorus,anatomical-landmarks,13
c8da8ddb-9d71-4b68-a17c-dd4f3b9355c0,Lower GI,polyps,pathological-findings,12
141098c6-c42a-4989-bb0a-a96035aad54f,Lower GI,dyed-resection-margins,therapeutic-interventions,6
3ea37d59-8740-419e-96cc-414878d4f7d9,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
625bafb1-2377-40fc-8ac2-cdea88862254,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
e476a246-97ab-4de6-9b70-ae1750ee81a4,Lower GI,bbps-0-1,quality-of-mucosal-views,2
99db89c9-09c5-4743-8778-54f81cdd0f61,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
a80dba36-9fc9-4718-bac4-0e45515dbfbc,Upper GI,esophagitis-b-d,pathological-findings,8
a2b202e9-b2d3-4a7f-890b-67ab81ed25af,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
b51f8a06-edcf-4daf-a7a1-f066672ca428,Lower GI,bbps-2-3,quality-of-mucosal-views,3
f7314594-ed4d-4776-9a0e-6d0ff90eda7a,Lower GI,dyed-resection-margins,therapeutic-interventions,6
fbd4ac2e-39ec-428f-9979-0cf7457f214b,Lower GI,cecum,anatomical-landmarks,4
065027df-63cc-44b2-bc8c-01ff4ab7e407,Upper GI,retroflex-stomach,anatomical-landmarks,15
8025d4e0-686d-48ed-8bd6-b5efde2556a6,Lower GI,bbps-0-1,quality-of-mucosal-views,2
069b6067-00ba-437d-ad5b-bf5bc7684637,Upper GI,retroflex-stomach,anatomical-landmarks,15
c3987056-2ddf-4410-a34f-4a26b173d936,Lower GI,bbps-2-3,quality-of-mucosal-views,3
055241c3-e44b-40e2-85d3-5a20b985f4a2,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
6f605039-2cd3-4193-95e3-d386252dc22b,Lower GI,bbps-0-1,quality-of-mucosal-views,2
46c630d6-89b1-4400-9d36-909c1c12572e,Lower GI,dyed-resection-margins,therapeutic-interventions,6
f6add1eb-8cfb-44bc-be85-6e922ed12af4,Lower GI,cecum,anatomical-landmarks,4
6376461b-3561-4ebe-8134-b9bba2ec9461,Lower GI,dyed-resection-margins,therapeutic-interventions,6
5a1b3867-4805-4e84-8b6a-582a75ba4761,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a712753d-960f-431c-9d82-6ddb8c3b0465,Lower GI,bbps-0-1,quality-of-mucosal-views,2
bc2d011d-4feb-424a-85d8-bb4a9dc8d351,Lower GI,cecum,anatomical-landmarks,4
8b4ae9b6-9893-4345-acb5-478f0804ba8a,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
b65e4b33-55da-4e36-922d-4960f7c2bf9f,Lower GI,cecum,anatomical-landmarks,4
